towerName,rotationAngle,towerImageName,unitName,unitSvgOnTower,unitHoverSvg,unitType,directionThumbnail,towerMinimap
Tower C,180,tow-c-ang-180.jpg,C-01601,41.79 25.74,38.86 16.33 44.73 26.03 44.73 30.16 38.86 20.46,2BHK-Type-1,tow-c-ang-180-tb.png,
Tower C,180,tow-c-ang-180.jpg,C-01701,41.75 21.93,38.82 12.52 44.68 22.22 44.68 26.35 38.82 16.65,2BHK-Type-1,tow-c-ang-180-tb.png,
Tower D,0,tow-d-ang-0.jpg,D-0002,71 79,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0102,71 75,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0202,69 71,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0302,69 67,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0402,69 63 ,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0502,69 60,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0602,69 56,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0702,69 53,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0802,69 48,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0902,69 44,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-1002,69 40,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0003,58 76,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0103,58 73,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0203,58 69,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0303,57 66,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0403,57 62,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0503,57 58,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0603,57 54,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0703,57 50,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0803,57 47,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-0903,57 43,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,0,tow-d-ang-0.jpg,D-1003,57 39,,2BHK-type 1-1,tow-d-ang-0-tb.png,tow-d-ang-0-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0001,61 83,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0101,61 79,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0201,61 75,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0301,61 71,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0401,61 67,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0501,61 63,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0601,61 59,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0701,61 55,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0801,61 51,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0901,61 47,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-1001,61 43,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0004,76 83,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0104,76 79,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0204,76 76,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0304,76 71,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0404,76 67,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0504,76 64,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0604,76 59,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0704,76 56,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0804,76 52,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-0904,76 47,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower D,180,tow-d-ang-180.jpg,D-1004,76 43,,2BHK-type 1-1,tow-d-ang-180-tb.png,tow-d-ang-180-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0003,42.27 93.49 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0103,42.34 89.52 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0203,42.41 86.03 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0303,42.27 81.9 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0403,42.12 77.93 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0503,42.12 78.09 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0603,42.19 70.31 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0703,42.12 66.03 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0803,42.05 61.74 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0903,41.83 57.77 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1003,41.97 53.33 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1103,41.9 49.36 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1203,41.68 44.28 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1303,41.61 40.31 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1403,41.46 35.71 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1503,41.46 31.42 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1603,41.17 26.34 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1703,41.17 21.74 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0002,53.18 92.52 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0102,53.18 89.52 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0202,53.18 85.87 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0302,53.33 82.06 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0402,53.33 77.93 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0502,53.33 74.28 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0602,53.33 70.47 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0702,53.26 66.19 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0802,53.33 61.9 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-0902,53.33 57.93 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1002,53.26 53.96 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1302,53.55 40.47 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1402,53.4 35.55 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1502,53.47 30.79 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1602,53.62 26.5 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,0,tow-j-ang-0.jpg,J-1702,53.62 21.58 ,,2BHK-type 1-1,tow-j-ang-0-tb.png,tow-j-ang-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0001,43.58 92.85 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0101,43.8 88.88 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0201,43.73 85.71 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0301,43.73 82.22 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0401,43.73 78.41 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0501,43.73 74.92 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0601,43.73 71.11 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0701,43.51 66.98 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0801,43.58 63.33 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0901,43.36 59.04 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1001,43.29 55.07 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1301,43.07 42.69 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1401,43 38.41 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1501,43.07 33.65 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1601,42.93 29.04 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1701,42.78 24.12 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0004,54.57 93.8 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0104,54.57 90.31 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0204,54.5 86.82 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0304,54.65 82.85 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0404,54.57 79.68 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0504,54.57 75.87 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0604,54.5 72.06 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0704,54.65 67.93 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0804,54.72 64.12 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-0904,54.57 60.63 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1004,54.72 56.03 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1104,54.79 51.9 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1204,54.79 47.93 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1304,54.79 43.96 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1404,55.01 39.36 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1504,54.94 34.6 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1604,55.09 29.84 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower J,180,tow-j-ang-180.jpg,J-1704,55.16 25.55 ,,2BHK-type 1-1,tow-j-ang-180-tb.png,tow-j-ang-180-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0002,70 83,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0102,70 79,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0202,70 74,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0302,70 70,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0402,67 66,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0502,67 61,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0602,67 58,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0702,67 53,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0802,67 49,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0902,69 45,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-1002,70 40,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0003,58 80,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0103,58 77,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0203,58 73,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0303,58 69,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0403,57 66,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0503,58 61,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0603,57 57,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0703,57 53,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0803,57 50,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-0903,57 44,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,0,tow-k-ang-0.jpg,K-1003,57 40,,2BHK-type 1-1,tow-k-ang-0-tb.png,tow-k-ang-0-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0001,57 85,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0101,57 81,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0201,57 77,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0301,57 73,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0401,57 70,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0501,57 66,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0601,57 62,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0701,57 57,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0801,57 54,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0901,57 49,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-1001,57 44,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0004,70 88,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0104,69 83,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0204,69 79,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0304,70 76,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0404,67 71,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0504,69 67,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0604,70 63,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0704,69 59,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0804,69 55,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-0904,69 50,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower K,180,tow-k-ang-180.jpg,K-1004,69 46,,2BHK-type 1-1,tow-k-ang-180-tb.png,tow-k-ang-180-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0002,72 93,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0102,72 89,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0202,72 86,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0302,72 82,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0402,72 78,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0502,72 74,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0602,72 70,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0702,72 66,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0802,72 62,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0902,72 59,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1002,72 55,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1102,72 51,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1202,72 46,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1302,72 42,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1402,72 38,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1502,72 33,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1602,73 29,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-1702,73 25,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0003,58 89,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0103,58 85,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0203,58 82,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0303,58 78,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0403,59 74,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0503,59 71,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0603,59 67,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0703,58 63,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0803,59 59,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
Tower L,0,tow-l-ang-0.jpg,L-0903,58 56,,2BHK-type 1-1,tow-l-ang-0-tb.png,tow-l-ang-0-mm.png
