towerName,rotationAngle,towerImageName,unitName,unitSvgOnTower,unitType,directionThumbnail
Tower L,180,tow-l-ang-180.jpg,L-1401,58 35,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1501,58 30,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1601,58 26,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1701,58 22,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0004,66 91,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0104,66 87,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0204,66 83,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0304,66 80,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0404,66 77,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0504,66 73 ,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0604,66 69,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0704,66 65,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0804,66 62,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-0904,66 58,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1004,66 54,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1304,66 41,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1404,66 37,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1504,66 32,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1604,66 28,2BHK-type 1-1,tow-l-ang-180-tb.png
Tower L,180,tow-l-ang-180.jpg,L-1704,66 24,2BHK-type 1-1,tow-l-ang-180-tb.png
